,,,Και των δύο φύλων ,,,,,,,,,,,,,,,,,Άρρενες,,,,,,,,,,,,,,,,,Θήλεις,,,,,,,,,,,,,,,,
level,location_id,name,sum, 0-4, 5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,sum, 0-4, 5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,sum, 0-4, 5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+
7,24237040201,Δημοτική Κοινότητα Καλεντζίου,274,8,8,8,11,12,17,17,14,17,11,20,12,28,23,15,55,150,4,5,6,8,8,4,14,9,12,4,7,4,21,12,8,24,128,3,5,4,6,8,9,4,0,6,3,11,11,11,14,10,29
8,2423704020101,"Άγιος Γεώργιος,ο",63,0,4,3,3,0,0,3,0,7,3,5,5,4,7,5,22,37,0,3,3,3,0,0,3,0,3,3,0,0,4,3,4,12,30,4,0,4,0,0,0,4,0,0,0,3,3,0,3,3,13
8,2423704020102,"Αβράμιον,το",43,0,0,0,0,0,5,0,0,0,0,3,3,8,7,5,4,23,0,0,0,0,0,0,0,0,0,0,0,0,5,3,4,0,17,0,0,0,0,3,0,0,3,0,0,3,0,0,3,5,0
8,2423704020103,"Καλέντζιον,το",74,0,0,3,4,3,6,5,4,7,5,3,3,12,0,8,10,41,0,0,3,0,0,4,3,4,7,0,5,3,10,0,3,4,31,0,0,5,0,0,0,0,0,3,3,0,4,4,0,3,4
8,2423704020104,"Μπαντσαίικα,τα",96,5,3,3,5,7,7,8,6,4,6,7,3,7,6,0,15,52,3,3,3,0,3,3,10,0,3,6,3,0,3,8,0,5,46,0,0,3,3,3,3,0,3,3,3,3,0,6,0,4,13
6,242370403,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΛΕΟΝΤΙΟΥ,478,18,24,22,18,18,25,31,19,29,25,35,33,45,37,26,73,265,7,14,15,11,14,10,15,14,8,15,22,17,27,22,11,43,217,9,12,9,10,7,12,15,7,19,9,17,18,21,13,12,28
7,24237040301,Δημοτική Κοινότητα Λεοντίου,394,14,18,22,17,21,20,22,9,24,22,32,23,35,30,22,64,216,4,10,15,12,10,5,14,9,6,10,20,12,21,20,7,37,181,8,10,3,7,7,12,12,4,16,9,14,14,17,13,12,25
8,2423704030101,"Λεόντιον,το",308,12,15,19,13,16,19,18,12,18,17,27,17,24,18,15,49,173,4,10,12,9,8,5,9,9,6,7,13,7,18,13,6,28,132,5,8,3,6,6,11,11,6,10,6,12,7,10,8,11,24
8,2423704030102,"Βεταίικα,τα",34,0,0,0,0,0,0,4,3,0,4,3,6,5,6,3,4,19,0,0,0,0,0,0,3,0,0,0,0,3,3,5,4,3,18,0,0,0,0,0,0,0,3,0,4,0,0,0,4,0,3
8,2423704030103,"Γολέμι,το",15,0,0,4,0,0,3,0,0,4,0,4,3,3,3,0,0,9,0,0,4,0,0,0,0,0,0,0,4,3,3,3,0,0,9,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0
8,2423704030104,"Θωμέικα,τα",17,0,0,0,0,3,0,4,0,0,3,0,0,0,3,3,3,6,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,8,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3
8,2423704030105,"Κατσαϊτέικα,τα",11,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,3
8,2423704030106,"Κουναβαίικα,τα",12,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,9,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
8,2423704030107,"Οβρυόκαμπος,ο",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24237040302,Δημοτική Κοινότητα Άνω Μαζαράκι,22,0,0,0,3,0,4,0,0,0,0,0,8,8,3,3,4,14,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,4,10,0,0,0,3,0,4,0,0,0,0,0,3,0,3,0,0
8,2423704030201,"Άνω Μαζαράκιον,το",22,0,0,0,3,0,4,0,0,0,0,0,8,8,3,3,4,14,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,4,10,0,0,0,3,0,4,0,0,0,0,0,3,0,3,0,0
7,24237040303,Δημοτική Κοινότητα Δεμεστίχων,62,7,4,3,3,0,0,5,6,3,3,6,3,3,4,5,7,33,0,3,0,0,0,3,3,3,0,3,4,0,3,5,5,4,26,4,0,3,0,0,0,0,0,0,0,0,3,3,0,3,6
8,2423704030301,"Δεμέστιχα,τα",62,7,4,3,3,0,0,5,6,3,3,6,3,3,4,5,7,33,0,3,0,0,0,3,3,3,0,3,4,0,3,5,5,4,26,4,0,3,0,0,0,0,0,0,0,0,3,3,0,3,6
6,242370404,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΤΡΙΤΑΙΑΣ,3056,92,114,126,157,131,169,184,159,193,188,201,212,237,220,202,470,1661,53,46,60,92,72,109,109,90,118,103,117,111,135,116,113,216,1398,36,66,69,62,56,64,71,66,72,87,81,105,104,106,87,257
7,24237040401,Δημοτική Κοινότητα Σταυροδρομίου,297,11,15,10,10,14,23,16,25,26,15,16,19,28,25,23,23,170,5,5,3,6,10,16,12,13,13,9,11,14,11,19,15,12,125,4,7,6,7,3,9,8,10,11,7,8,8,15,9,6,13
8,2423704040101,"Σταυροδρόμιον,το",145,8,5,10,5,6,15,8,9,11,9,9,11,7,9,12,19,80,5,0,3,3,4,9,4,5,4,3,8,11,3,3,5,6,63,0,3,4,4,4,3,3,0,4,4,4,0,8,4,4,10
8,2423704040102,"Ξηροχώριον,το",55,0,4,0,0,3,5,0,3,4,0,8,5,3,8,3,0,29,0,0,0,0,0,5,0,4,4,0,0,4,0,6,3,0,23,0,4,0,0,0,0,3,0,0,0,5,4,4,0,3,0
8,2423704040103,"Πανουσαίικα,τα",46,3,3,0,5,0,4,0,3,11,0,0,4,6,4,5,4,30,0,3,0,3,0,0,0,4,5,0,0,0,3,7,4,4,19,3,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0
8,2423704040104,"Ράχη,η",52,0,0,0,0,0,3,3,0,5,3,3,5,5,6,4,3,27,0,3,0,0,0,0,3,3,3,0,0,0,3,7,4,3,23,0,0,0,0,0,0,0,3,5,0,0,5,4,3,0,0
7,24237040402,Δημοτική Κοινότητα Αγίας Βαρβάρας,109,3,0,4,4,3,5,8,5,4,4,10,5,8,13,9,21,60,3,0,4,0,0,3,5,3,4,0,5,3,7,9,7,14,46,0,3,3,0,3,0,0,0,3,7,3,0,3,7,3,10
8,2423704040201,"Αγία Βαρβάρα,η",67,3,0,3,0,0,3,8,3,0,3,4,5,6,6,6,12,39,3,0,3,3,0,0,5,4,0,0,6,3,4,0,7,6,26,0,0,4,0,0,0,0,0,0,3,3,0,0,3,0,4
8,2423704040202,"Γάλαρος,ο",38,0,3,5,0,4,0,0,0,0,3,3,3,4,5,5,11,24,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,5,18,0,3,3,0,4,0,0,0,3,0,3,0,0,3,0,4
7,24237040403,Δημοτική Κοινότητα Αγίας Μαρίνης,54,0,0,0,0,0,8,5,0,3,6,3,3,5,4,8,15,33,0,0,0,0,0,5,5,0,0,5,3,3,4,3,8,5,23,0,0,0,0,0,0,0,0,0,5,0,3,4,3,3,7
8,2423704040301,"Αγία Μαρίνα,η",28,0,0,0,0,0,0,0,0,0,0,0,3,4,3,6,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,4,12,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3
8,2423704040302,"Κάτω Αγία Μαρίνα,η",29,0,0,0,0,0,8,5,0,0,3,3,3,4,3,4,4,17,0,0,0,0,0,5,5,0,0,0,3,3,0,0,4,3,7,0,0,0,0,0,0,0,0,0,5,0,3,0,3,0,3
7,24237040404,Δημοτική Κοινότητα Αλεποχωρίου,229,14,8,9,15,8,16,25,18,12,13,12,11,26,7,7,38,126,11,5,6,12,4,10,15,6,12,3,9,6,10,4,3,18,105,6,5,6,0,8,9,7,9,3,8,0,8,14,5,0,23
8,2423704040401,"Άγιος Δημήτριος,ο",99,10,3,0,0,0,7,9,10,6,3,0,8,9,3,8,17,52,4,0,0,3,0,3,3,4,3,0,0,5,6,0,4,6,49,4,0,0,0,0,3,3,4,0,3,0,5,6,3,0,8
8,2423704040402,"Αλεποχώριον,το",132,7,3,9,11,4,7,13,10,8,8,8,6,14,0,3,18,76,4,3,6,11,4,5,9,5,7,3,5,3,6,3,3,9,54,4,3,6,0,3,4,3,8,4,3,0,0,6,0,4,11
7,24237040405,Δημοτική Κοινότητα Βελιμαχίου,64,0,3,3,7,9,5,0,3,6,7,5,5,3,0,0,8,39,0,0,0,6,7,5,0,0,0,3,3,3,3,0,3,4,29,0,0,3,3,0,3,0,3,3,3,4,0,0,4,0,0
8,2423704040501,"Βελιμάχιον,το",60,0,3,3,7,7,5,0,3,3,7,5,5,3,0,0,9,36,0,0,0,6,7,5,0,0,3,3,3,3,3,0,3,5,27,0,0,3,3,4,3,0,3,0,3,4,0,0,4,0,0
8,2423704040502,"Μονή Αγίων Πάντων,η",8,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
7,24237040406,Δημοτική Κοινότητα Δροσιάς,494,13,11,26,19,22,32,32,25,23,30,39,39,42,42,28,80,265,10,3,14,11,12,21,22,15,13,15,18,22,26,19,17,30,231,6,6,9,10,14,8,12,7,7,14,18,15,12,19,9,47
8,2423704040601,"Δροσιά,η",197,3,6,10,8,3,8,10,8,12,9,18,14,15,19,7,39,107,0,3,6,4,4,9,6,7,8,3,13,9,8,9,10,14,92,4,7,3,5,3,3,6,3,6,4,7,8,10,8,0,22
8,2423704040602,"Κάτω Δροσιά,η",161,3,0,10,6,8,15,17,9,11,8,9,16,17,7,13,20,91,3,0,8,4,4,12,10,9,5,4,4,7,10,3,7,7,72,3,0,4,4,0,6,3,3,3,0,7,7,4,7,4,11
8,2423704040603,"Κουμπέριον,το",68,4,3,4,0,0,6,8,3,0,4,4,4,8,11,0,7,39,6,0,0,0,0,3,3,3,0,3,0,3,6,3,3,6,31,0,3,4,0,0,0,3,0,0,0,8,0,4,6,3,4
8,2423704040604,"Πτέρη,η",66,0,4,3,5,9,0,0,0,0,8,5,3,4,3,3,16,29,0,0,0,0,0,0,0,0,0,3,4,3,4,0,0,5,34,0,4,0,5,5,0,3,0,0,3,4,0,3,3,0,8
7,24237040407,Δημοτική Κοινότητα Ερυμανθείας,217,13,13,4,8,5,14,15,14,16,11,17,26,15,11,12,30,124,10,6,7,7,3,11,8,7,7,8,3,11,8,9,4,16,97,5,11,0,3,0,5,10,5,6,4,11,12,4,5,5,17
8,2423704040701,"Ερυμάνθεια,η",217,13,13,4,8,5,14,15,14,16,11,17,26,15,11,12,30,124,10,6,7,7,3,11,8,7,7,8,3,11,8,9,4,16,97,5,11,0,3,0,5,10,5,6,4,11,12,4,5,5,17
7,24237040408,Δημοτική Κοινότητα Κάλφα,178,6,6,6,26,10,7,3,7,11,14,8,12,8,11,13,32,92,3,0,9,9,0,4,0,0,7,9,5,5,10,4,6,15,88,3,4,0,13,6,5,0,3,7,3,0,4,3,10,4,19
8,2423704040801,"Κάλφας,ο",149,4,4,7,15,10,7,3,6,9,15,8,10,8,11,11,25,71,0,0,5,7,0,4,0,0,4,10,5,5,3,4,8,8,76,3,4,4,11,6,5,0,3,7,3,0,7,3,3,6,14
8,2423704040802,"Μασουραίικα,τα",31,0,0,3,7,0,0,0,3,4,3,0,0,3,3,4,6,19,0,0,0,4,0,0,0,0,0,3,0,0,3,3,0,5,10,0,0,0,0,0,0,0,3,3,0,0,0,0,4,0,3
7,24237040409,Δημοτική Κοινότητα Μανεσίου Πατρών,308,7,16,14,18,9,15,19,16,29,18,24,19,19,22,33,48,167,3,9,6,11,0,11,6,12,17,12,16,6,12,9,12,28,143,0,4,4,10,6,7,10,7,14,9,5,10,3,16,17,22
8,2423704040901,"Μανέσιον,το",120,4,10,12,5,4,6,6,4,14,9,6,0,7,7,16,20,62,0,4,5,3,0,3,0,5,4,8,5,0,4,3,5,16,56,3,3,4,0,4,3,3,0,7,4,4,3,0,8,9,7
8,2423704040902,"Γολέμιον,το",60,0,0,0,7,3,0,0,3,5,0,6,4,3,3,7,14,27,0,0,0,0,0,0,0,4,0,0,0,3,4,0,3,3,35,0,3,0,5,0,0,0,3,4,0,3,3,0,0,3,9
8,2423704040903,"Κάτω Μαστραντώνιον,το",97,0,3,4,6,0,5,6,3,5,6,10,3,5,9,5,12,62,0,0,3,9,3,6,4,3,4,3,8,0,4,7,3,3,38,0,3,3,0,0,0,3,3,3,5,4,5,3,5,0,6
8,2423704040904,"Μαστραντώνης,ο",29,3,0,0,0,0,4,4,3,8,5,0,3,0,0,0,4,19,3,0,0,0,0,3,0,3,8,0,0,0,0,0,0,3,12,0,0,0,0,0,0,0,3,0,3,0,3,0,0,4,3
7,24237040410,Δημοτική Κοινότητα Ρουπακιάς,113,0,0,3,3,3,4,11,9,7,8,4,12,9,9,6,22,60,0,0,4,0,3,3,4,10,8,5,4,4,3,5,3,8,56,0,0,3,0,0,4,3,3,0,5,0,6,8,5,7,17
8,2423704041001,"Ρουπακιά,η",113,0,0,3,3,3,4,11,9,7,8,4,12,9,9,6,22,60,0,0,4,0,3,3,4,10,8,5,4,4,3,5,3,8,56,0,0,3,0,0,4,3,3,0,5,0,6,8,5,7,17
7,24237040411,Δημοτική Κοινότητα Σκιαδά,544,10,29,24,24,27,19,34,29,38,31,36,38,37,47,37,97,297,3,8,10,16,18,11,21,17,29,19,14,17,27,26,19,40,249,5,18,12,10,7,11,16,15,13,9,19,17,13,19,15,55
8,2423704041101,"Σκιαδάς,ο",308,5,22,16,16,17,12,13,13,23,18,19,15,17,21,20,58,155,0,6,6,9,12,4,10,5,18,14,9,9,12,13,10,26,150,3,13,12,10,7,6,5,10,7,7,12,3,3,11,12,36
8,2423704041102,"Καρπέτα,το",104,4,4,3,4,6,3,6,6,8,3,7,6,10,10,4,18,55,4,0,3,4,4,3,4,5,3,3,4,3,3,7,0,5,47,0,0,3,0,0,3,4,4,3,3,5,7,5,7,0,9
8,2423704041103,"Μονή Κοιμήσεως Θεοτόκου Νοτενών,η",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423704041104,"Μπαράκες,οι",78,0,3,0,3,0,0,7,5,9,3,3,9,8,7,4,6,48,4,0,0,3,0,0,3,5,4,3,0,0,7,6,6,3,27,0,0,0,0,0,4,3,0,3,0,0,6,3,3,0,5
8,2423704041105,"Πηγάδια,τα",60,0,0,3,3,3,6,4,3,3,0,3,4,4,0,6,13,35,0,0,0,3,3,6,4,0,3,3,0,3,3,4,5,8,23,0,0,3,0,0,0,0,0,0,0,0,4,4,0,3,8
7,24237040412,Δημοτική Κοινότητα Σκούρα,117,4,6,3,7,13,8,9,5,3,8,12,11,10,3,6,13,64,0,3,0,6,5,3,11,0,4,0,5,6,5,0,3,8,55,0,0,3,3,5,3,0,6,0,6,5,7,3,0,0,7
8,2423704041201,"Σκούρας,ο",97,0,3,0,7,13,3,10,3,4,8,10,6,8,3,5,9,48,0,0,0,6,5,0,7,0,0,0,5,5,8,0,3,6,46,0,0,3,3,5,3,0,4,0,6,3,3,3,0,0,7
8,2423704041202,"Καρδάσι,το",22,0,4,0,0,0,3,3,0,0,0,0,3,0,4,5,0,13,0,4,0,0,0,3,3,0,0,0,0,4,0,4,5,0,7,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0
7,24237040413,Δημοτική Κοινότητα Σπαρτιάς,172,4,9,6,5,7,6,6,9,13,12,7,6,12,17,17,27,91,3,3,3,4,4,3,6,6,8,8,4,8,5,6,8,17,85,0,8,3,3,5,0,3,0,7,0,4,3,10,7,12,12
8,2423704041301,"Σπαρτιά,η",70,0,8,0,4,3,3,4,5,5,5,4,4,3,6,4,7,37,0,0,0,4,3,3,0,5,4,5,3,4,0,0,3,6,30,0,4,0,0,0,3,0,0,4,3,0,0,3,3,4,4
8,2423704041302,"Κυπαρίσσιον,το",106,3,3,6,4,3,0,5,3,9,4,5,6,13,7,11,17,51,0,0,3,4,0,3,3,0,6,6,3,6,5,3,3,14,51,0,0,3,3,5,0,4,0,5,0,3,3,6,7,5,6
7,24237040414,Δημοτική Κοινότητα Χιόνας,147,3,3,8,12,12,10,6,4,7,14,9,4,17,14,7,21,77,4,0,4,6,7,8,5,0,3,5,12,0,13,4,3,10,72,3,3,0,3,8,5,3,3,3,6,0,6,6,6,0,13
8,2423704041401,"Χιόνα,η",147,3,3,8,12,12,10,6,4,7,14,9,4,17,14,7,21,77,4,0,4,6,7,8,5,0,3,5,12,0,13,4,3,10,72,3,3,0,3,8,5,3,3,3,6,0,6,6,6,0,13
5,2423705,ΔΗΜΟΣ ΚΑΛΑΒΡΥΤΩΝ,9224,275,330,318,370,363,425,414,471,501,572,610,691,723,761,652,1754,4813,133,182,146,201,199,219,226,254,271,315,338,367,398,416,364,786,4409,139,152,169,166,162,208,190,218,227,254,275,321,328,343,284,966
6,242370501,ΔΗΜΟΤΙΚΗ ΕΝΟΤΗΤΑ ΚΑΛΑΒΡΥΤΩΝ,4927,160,209,197,231,203,262,229,274,306,352,352,373,342,363,305,784,2552,65,108,87,132,108,136,124,145,167,189,191,211,197,202,157,337,2377,92,98,108,102,98,130,107,127,137,160,163,165,143,164,145,444
7,24237050101,Δημοτική Κοινότητα Καλαβρύτων,1703,73,76,77,97,70,99,98,125,119,122,133,115,105,100,88,217,837,29,37,36,60,43,45,57,60,62,59,67,56,57,50,38,84,869,47,36,43,39,29,52,45,63,59,61,70,57,50,47,47,131
8,2423705010101,"Καλάβρυτα,τα",1600,75,71,72,94,63,94,88,117,113,114,118,109,101,91,80,202,779,31,37,32,57,38,39,48,56,61,56,56,53,52,50,35,82,823,47,37,36,39,27,53,42,63,49,60,59,54,46,43,48,119
8,2423705010102,"Αυλών,ο",32,0,0,0,0,0,0,4,3,0,0,3,3,5,0,0,4,14,0,0,0,0,0,0,5,3,0,0,0,3,3,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5
8,2423705010103,"Βραχνίον,το",13,3,0,0,0,0,0,0,0,3,4,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,5,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
8,2423705010104,"Κραστικοί,οι",37,4,0,0,3,6,5,3,0,3,3,7,4,0,0,3,8,19,4,0,0,3,4,3,3,0,0,0,5,0,0,0,0,0,20,0,0,0,0,5,0,0,0,3,3,4,0,0,0,3,6
8,2423705010105,"Μονή Αγίας Λαύρας,η",4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423705010106,"Σούβαρδον,το",9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
8,2423705010107,"Στάση Κερπινής,η",9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
7,24237050102,Δημοτική Κοινότητα Άνω Βλασίας,129,3,5,6,0,4,6,7,14,8,9,7,12,14,6,6,17,77,3,0,0,0,3,3,0,7,5,10,9,7,9,4,0,10,54,0,3,3,0,4,3,3,5,4,3,0,3,3,5,3,4
8,2423705010201,"Άνω Βλασία,η",129,3,5,6,0,4,6,7,14,8,9,7,12,14,6,6,17,77,3,0,0,0,3,3,0,7,5,10,9,7,9,4,0,10,54,0,3,3,0,4,3,3,5,4,3,0,3,3,5,3,4
7,24237050103,Δημοτική Κοινότητα Άνω Λουσών,82,0,3,0,3,6,4,0,3,3,12,10,13,3,0,5,21,38,0,0,0,5,3,4,0,0,0,4,3,11,3,0,0,7,42,0,0,0,3,5,3,0,3,0,4,4,0,3,0,0,16
8,2423705010301,"Άνω Λουσοί,οι",75,0,3,0,3,5,4,0,3,3,12,10,10,3,0,5,21,35,0,0,0,5,3,0,0,0,0,4,3,8,3,0,0,7,42,0,0,0,3,4,3,0,3,0,4,4,0,3,0,0,16
8,2423705010302,"Βαλβούσια,τα",5,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
7,24237050104,Δημοτική Κοινότητα Βάλτας,57,0,3,0,3,5,3,3,0,0,3,3,5,3,7,7,14,35,0,3,0,3,3,0,3,0,0,0,0,3,8,4,3,10,24,0,0,0,0,0,4,0,0,0,0,0,4,0,4,3,6
8,2423705010401,"Βάλτα,η",57,0,3,0,3,5,3,3,0,0,3,3,5,3,7,7,14,35,0,3,0,3,3,0,3,0,0,0,0,3,8,4,3,10,24,0,0,0,0,0,4,0,0,0,0,0,4,0,4,3,6
7,24237050105,Δημοτική Κοινότητα Βιλιβίνης,26,0,0,0,0,0,0,3,0,0,0,0,0,4,3,4,9,15,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,14,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,4
8,2423705010501,"Βιλιβίνα,η",26,0,0,0,0,0,0,3,0,0,0,0,0,4,3,4,9,15,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,14,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,4
7,24237050106,Δημοτική Κοινότητα Γουμένισσας,187,11,6,16,8,9,8,11,11,8,14,20,12,11,7,6,26,94,3,5,6,8,4,3,7,4,5,6,9,6,9,0,7,9,90,6,3,7,4,3,7,6,10,5,6,9,4,4,4,3,13
8,2423705010601,"Γουμένισσα,η",187,11,6,16,8,9,8,11,11,8,14,20,12,11,7,6,26,94,3,5,6,8,4,3,7,4,5,6,9,6,9,0,7,9,90,6,3,7,4,3,7,6,10,5,6,9,4,4,4,3,13
7,24237050107,Δημοτική Κοινότητα Δουμενών,67,0,6,9,6,0,4,0,3,6,6,5,5,5,5,7,9,43,0,5,3,3,0,4,0,0,0,6,0,7,0,3,3,9,21,0,5,3,0,0,0,0,3,3,0,3,0,3,5,0,0
8,2423705010701,"Δουμενά,τα",67,0,6,9,6,0,4,0,3,6,6,5,5,5,5,7,9,43,0,5,3,3,0,4,0,0,0,6,0,7,0,3,3,9,21,0,5,3,0,0,0,0,3,3,0,3,0,3,5,0,0
7,24237050108,Δημοτική Κοινότητα Δροσάτου,120,3,11,3,6,0,6,0,7,10,8,9,5,13,10,5,28,55,0,4,0,0,0,0,0,4,4,4,4,3,4,5,0,14,63,4,5,3,3,0,3,0,3,4,0,3,4,5,8,4,16
8,2423705010801,"Δροσάτον,το",120,3,11,3,6,0,6,0,7,10,8,9,5,13,10,5,28,55,0,4,0,0,0,0,0,4,4,4,4,3,4,5,0,14,63,4,5,3,3,0,3,0,3,4,0,3,4,5,8,4,16
7,24237050109,Δημοτική Κοινότητα Καλλιφωνίου,59,0,0,0,0,3,0,3,0,6,0,3,4,6,11,3,17,31,0,0,0,0,0,0,3,0,0,0,0,4,4,5,4,5,25,0,0,0,0,3,3,0,0,4,0,0,3,0,3,3,9
8,2423705010901,"Καλλιφώνιον,το",59,0,0,0,0,3,0,3,0,6,0,3,4,6,11,3,17,31,0,0,0,0,0,0,3,0,0,0,0,4,4,5,4,5,25,0,0,0,0,3,3,0,0,4,0,0,3,0,3,3,9
7,24237050110,Δημοτική Κοινότητα Κανδάλου,77,3,5,0,0,3,3,3,6,6,3,4,8,3,5,13,14,43,0,3,0,0,0,0,0,3,0,0,0,4,0,5,5,3,38,3,0,0,0,3,3,4,0,3,0,4,0,3,0,7,8
8,2423705011001,"Κάνδαλος,ο",77,3,5,0,0,3,3,3,6,6,3,4,8,3,5,13,14,43,0,3,0,0,0,0,0,3,0,0,0,4,0,5,5,3,38,3,0,0,0,3,3,4,0,3,0,4,0,3,0,7,8
7,24237050111,Δημοτική Κοινότητα Κάτω Βλασίας,67,0,0,0,3,4,4,3,3,8,3,3,5,9,3,7,12,37,0,0,0,0,3,5,3,0,4,0,3,3,3,3,5,8,28,0,0,0,0,3,0,0,3,7,3,4,0,3,3,5,6
8,2423705011101,"Κάτω Βλασία,η",61,0,0,0,3,4,4,3,3,8,3,0,5,9,3,3,12,33,0,0,0,0,3,5,3,0,4,0,3,3,3,0,3,8,30,0,0,0,0,3,0,0,3,7,3,3,0,3,3,3,6
8,2423705011102,"Μενυχταίικα,τα",3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423705011103,"Μετόχιον,το",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423705011104,"Μονή Αγίου Νικολάου Βλασίας,η",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24237050112,Δημοτική Κοινότητα Κάτω Ζαχλωρούς,53,4,4,3,3,4,0,6,0,6,0,4,3,3,0,0,7,31,3,3,0,0,4,0,0,0,5,4,4,0,0,0,0,6,18,0,4,0,0,3,0,3,0,0,0,0,0,3,0,0,4
8,2423705011201,"Κάτω Ζαχλωρού,η",43,4,4,3,3,4,0,3,0,3,0,4,4,3,0,0,7,23,3,3,0,0,4,0,0,0,6,4,4,3,0,0,0,6,18,0,4,0,0,3,0,3,0,0,0,0,0,3,0,0,4
8,2423705011202,"Άνω Ζαχλωρού,η",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,2423705011203,"Μονή Μεγάλου Σπηλαίου,η",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,24237050113,Δημοτική Κοινότητα Κάτω Λουσών,55,0,4,4,0,0,4,4,4,4,4,4,3,3,5,3,15,30,0,5,0,0,0,0,0,3,4,3,5,0,0,0,3,3,28,0,0,3,0,0,0,3,0,0,0,0,3,0,0,3,9
8,2423705011301,"Κάτω Λουσοί,οι",49,0,4,4,0,0,4,4,4,4,0,4,3,3,5,3,15,24,0,5,0,0,0,0,0,3,4,0,5,0,0,0,3,3,28,0,0,3,0,0,0,3,0,0,0,0,3,0,0,3,9
